309,304,1843234,120622
263,258,1119070,26934
271,275,286319,34436
274,269,407089,132655
266,273,1171191,30454
274,269,2942298,31708
291,271,1546573,47639
268,263,246447,22994
268,264,310403,30296
268,263,268056,29035
268,263,370026,28732
268,264,315524,24125
272,267,3480313,38017
266,261,253665,32638
263,258,777691,41364
277,272,694696,32240
282,278,263251,26338
262,258,290144,24628
262,257,287676,28491
262,257,1201142,26516
262,258,1867680,24986
322,315,266038,26485
322,316,251512,38355
322,316,271993,66526
322,316,234318,31653
322,315,320528,40656
322,316,1058870,273645
315,309,249491,44391
277,272,248257,26770
277,272,261572,27031
270,264,404770,401648
270,265,755422,31298
270,265,358296,70461
270,266,346101,31682
270,266,243112,34837
270,265,321250,27237
266,263,263578,26303
311,306,951384,92428
263,260,231004,23093
334,329,268308,33867
263,261,980690,32830
263,260,273992,35590
263,260,283179,28161
263,261,294098,28886
263,260,391528,32416
306,302,299985,24871
307,302,252971,29169
306,302,265955,24933
306,301,248798,33776
307,302,251295,22932
307,303,273474,28391
263,261,574336,97461
263,261,279776,25746
263,262,250627,33622
263,261,254984,26388
263,261,277554,35815
263,261,241456,23964
263,261,242345,44479
263,261,1775585,80481
263,261,240187,22176
263,261,288918,28917
263,261,250587,22768
263,262,263713,23828
263,260,292827,44526
263,260,258489,26152
263,262,1034091,34100
263,261,293833,24707
263,261,264466,30317
263,262,251874,25460
263,262,274592,25478
263,262,251902,21059
263,261,283878,34928
263,261,427680,343072
263,260,264231,22905
263,261,271974,29893
263,261,554255,28087
263,260,284181,29259
263,261,244971,29051
263,261,921995,98048
263,261,470740,87549
263,262,297360,29537
263,261,280332,66473
263,260,252049,24770
263,261,823688,36547
263,261,230515,23533
263,261,234104,27894
263,261,1209320,38227
263,262,266763,21992
263,260,234238,22085
263,261,235104,22387
263,261,239114,26030
263,260,320307,25516
263,260,240972,52159
263,261,891246,147844
263,261,242430,27749
263,261,275142,31253
263,261,265569,23214
263,261,259076,40408
263,260,268740,23447
263,260,278201,32661
263,261,250957,23524
263,260,284720,32753
263,261,238597,57613
263,260,240442,97066
263,262,201430,68775
263,261,259297,22331
263,260,236259,35132
263,260,320816,29282
263,261,298325,35510
263,261,254861,23503
263,261,241651,26316
263,261,308513,23068
263,260,236607,22214
263,260,244079,27447
263,260,265968,22452
